,age,job,marital,education,default,housing_loan,personal_loan,last_contact_month,day_of_week,num_contact_compaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,term_deposit
2256,45,blue-collar,married,basic.9y,no,yes,yes,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2257,34,blue-collar,married,basic.6y,no,no,no,jun,fri,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
2258,29,admin.,single,university.degree,no,no,no,jun,thu,2,0,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
2259,53,blue-collar,married,N/A,no,yes,no,jul,fri,2,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2260,29,technician,single,professional.course,no,yes,no,nov,thu,1,0,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
2261,39,housemaid,married,basic.4y,no,no,no,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2262,40,admin.,divorced,high.school,no,yes,no,may,fri,1,0,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
2263,27,services,single,university.degree,no,yes,no,mar,mon,1,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes
2264,55,unemployed,married,basic.9y,no,yes,no,oct,tue,1,0,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,no
2265,32,services,married,high.school,no,no,no,aug,wed,1,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2266,54,admin.,married,professional.course,no,yes,no,aug,wed,4,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2267,39,unemployed,married,university.degree,no,yes,no,nov,mon,1,0,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
2268,43,technician,divorced,professional.course,no,no,no,may,thu,1,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
2269,41,blue-collar,divorced,basic.4y,no,yes,no,jun,wed,1,0,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
2270,26,admin.,married,high.school,no,no,yes,nov,wed,1,0,1,failure,-3.4,92.649,-30.1,0.719,5017.5,no
2271,52,technician,married,professional.course,no,yes,yes,aug,wed,3,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2272,44,admin.,married,university.degree,no,no,no,aug,wed,2,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,no
2273,38,blue-collar,married,basic.9y,no,no,no,nov,wed,3,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
2275,44,admin.,married,university.degree,no,no,no,nov,fri,2,0,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
2276,27,admin.,single,basic.6y,no,yes,no,may,fri,4,0,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
2277,28,management,married,university.degree,no,no,no,jun,wed,2,0,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
2278,47,housemaid,married,university.degree,no,yes,no,aug,mon,2,0,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,yes
2279,34,services,married,high.school,no,yes,no,jul,mon,6,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
2280,55,blue-collar,divorced,basic.4y,no,yes,yes,may,mon,1,0,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
2281,34,blue-collar,married,basic.9y,no,yes,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
2282,25,admin.,single,university.degree,no,no,no,aug,tue,3,0,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,no
2283,31,technician,single,professional.course,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2284,35,admin.,married,high.school,no,yes,no,jul,fri,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2285,50,management,married,university.degree,no,no,no,sep,thu,4,0,3,failure,-1.1,94.199,-37.5,0.878,4963.6,no
2286,22,blue-collar,single,basic.9y,no,no,no,jul,fri,1,0,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
2287,48,admin.,married,basic.4y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2288,35,blue-collar,married,basic.4y,no,no,no,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2289,34,technician,married,professional.course,no,yes,no,nov,wed,2,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
2290,50,blue-collar,married,basic.4y,no,yes,yes,nov,tue,3,0,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
2291,25,student,single,high.school,no,yes,no,jul,tue,1,0,1,failure,-2.9,92.469,-33.6,1.044,5076.2,no
2292,51,entrepreneur,divorced,university.degree,no,yes,no,may,mon,1,0,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
2293,32,student,single,high.school,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2294,59,management,married,university.degree,no,yes,no,dec,thu,3,6,1,success,-3.0,92.713,-33.0,0.7,5023.5,no
2295,37,blue-collar,married,basic.9y,no,no,no,may,wed,1,0,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
2296,40,blue-collar,married,basic.4y,no,no,no,nov,tue,1,0,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no
2297,26,technician,single,professional.course,no,yes,no,jun,wed,1,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2299,33,management,single,university.degree,no,yes,yes,apr,wed,1,0,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,yes
2300,35,self-employed,married,basic.4y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2301,32,student,single,university.degree,no,yes,no,jun,wed,12,0,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
2302,35,admin.,married,high.school,no,no,no,jul,mon,3,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2303,31,technician,single,university.degree,no,yes,no,nov,mon,1,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,yes
2304,38,blue-collar,married,basic.9y,no,no,no,jun,fri,3,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
2305,30,student,single,high.school,no,no,no,aug,tue,3,0,1,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
2306,32,services,married,high.school,no,yes,no,may,wed,2,0,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
2307,44,blue-collar,married,basic.9y,no,no,no,may,thu,3,0,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
2308,35,admin.,single,university.degree,no,yes,no,jul,mon,8,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2309,48,blue-collar,married,basic.9y,no,no,no,jun,thu,4,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
2310,52,retired,married,university.degree,no,no,no,nov,wed,1,0,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
2311,41,blue-collar,married,basic.9y,no,yes,yes,may,fri,1,0,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
2312,65,housemaid,married,basic.4y,no,no,no,jun,mon,2,0,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
2313,43,services,divorced,high.school,no,no,no,jul,mon,2,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2314,40,blue-collar,married,professional.course,no,no,yes,nov,mon,1,0,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
2315,30,admin.,married,university.degree,no,no,no,jul,fri,1,0,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
2316,66,retired,divorced,high.school,no,no,no,jul,wed,1,0,1,failure,-1.7,94.215,-40.3,0.896,4991.6,no
2317,44,services,single,high.school,no,no,no,jun,mon,1,0,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,no
2318,35,admin.,married,high.school,no,yes,yes,jun,mon,1,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2319,57,management,married,university.degree,no,no,no,aug,wed,2,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2320,26,blue-collar,single,basic.6y,no,no,no,jun,wed,2,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2321,39,unemployed,married,university.degree,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
2323,35,technician,single,professional.course,no,yes,no,nov,thu,2,0,1,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
2324,42,housemaid,married,university.degree,no,no,no,nov,mon,4,0,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
2325,36,admin.,single,university.degree,no,no,no,oct,wed,1,0,1,failure,-3.4,92.431,-26.9,0.742,5017.5,no
2326,46,admin.,single,university.degree,no,no,yes,may,mon,1,0,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
2327,35,self-employed,married,university.degree,no,yes,no,jul,mon,3,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2328,24,admin.,single,high.school,no,yes,no,jul,wed,4,0,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
2329,50,technician,married,university.degree,no,yes,no,aug,mon,5,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2330,36,admin.,single,university.degree,no,no,no,jul,thu,6,0,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
2331,39,technician,single,professional.course,no,no,no,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
2332,57,blue-collar,married,basic.4y,no,yes,no,jul,mon,3,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
2333,42,blue-collar,married,basic.4y,no,no,no,jun,tue,4,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2334,31,blue-collar,single,university.degree,no,no,no,jul,fri,3,0,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
2335,41,admin.,single,N/A,no,yes,yes,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
2336,25,blue-collar,married,basic.4y,no,no,no,may,fri,2,0,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
2337,58,blue-collar,married,basic.4y,no,yes,no,jul,thu,6,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2338,33,self-employed,married,university.degree,no,no,no,may,tue,5,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2339,42,technician,single,N/A,no,no,no,may,tue,4,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2340,41,management,married,university.degree,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2341,49,blue-collar,divorced,basic.6y,no,no,no,nov,wed,1,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
2342,44,blue-collar,married,basic.9y,no,yes,no,may,mon,4,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2343,52,services,married,university.degree,no,no,no,jun,mon,1,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
2344,26,blue-collar,married,basic.9y,no,no,no,may,wed,2,0,2,failure,-1.8,92.893,-46.2,1.334,5099.1,no
2345,43,admin.,married,high.school,no,no,no,may,wed,2,0,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
2346,43,technician,married,university.degree,no,yes,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2347,26,housemaid,married,basic.4y,no,yes,no,jul,mon,2,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
2348,34,blue-collar,married,basic.6y,no,yes,no,may,tue,1,0,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
2349,24,services,single,high.school,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
2350,33,self-employed,single,university.degree,no,no,no,may,fri,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2351,38,self-employed,single,N/A,no,no,no,jul,tue,8,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
2352,31,blue-collar,married,basic.4y,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2353,32,admin.,divorced,university.degree,no,yes,no,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2354,25,self-employed,single,N/A,no,no,no,apr,mon,2,0,1,failure,-1.8,93.749,-34.6,0.643,5008.7,no
2355,26,admin.,single,university.degree,no,no,no,jul,wed,5,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2356,56,retired,married,basic.4y,no,no,no,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2357,38,blue-collar,married,basic.6y,no,no,no,may,thu,9,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
2358,37,admin.,married,high.school,no,yes,no,nov,fri,1,0,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
2359,22,blue-collar,single,basic.9y,no,yes,yes,jul,mon,1,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
2360,50,blue-collar,married,basic.9y,no,no,no,jun,tue,6,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2361,34,blue-collar,married,basic.9y,no,no,no,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
2362,35,technician,single,university.degree,no,yes,no,may,mon,2,0,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
2364,25,admin.,married,high.school,no,no,no,jul,wed,1,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2365,39,blue-collar,single,basic.4y,no,no,no,may,thu,1,0,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
2366,52,technician,married,professional.course,no,yes,yes,sep,mon,1,0,1,failure,-3.4,92.379,-29.8,0.797,5017.5,yes
2367,48,technician,married,university.degree,no,no,no,aug,fri,1,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2368,44,blue-collar,single,basic.9y,no,yes,no,apr,fri,3,0,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
2369,30,technician,single,professional.course,no,yes,no,aug,wed,2,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2370,32,management,married,high.school,no,no,no,jun,tue,1,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2371,52,unemployed,married,university.degree,no,no,no,nov,fri,1,0,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
2372,44,blue-collar,single,professional.course,no,no,no,oct,tue,2,0,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,no
2373,29,admin.,single,university.degree,no,yes,yes,aug,thu,3,3,1,success,-2.9,92.201,-31.4,0.873,5076.2,yes
2374,41,admin.,married,university.degree,no,no,no,aug,wed,5,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2375,26,technician,married,high.school,no,yes,no,may,fri,2,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
2376,32,admin.,single,university.degree,no,yes,no,aug,fri,1,0,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
2377,31,admin.,single,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2378,29,admin.,single,basic.9y,no,yes,no,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2379,58,blue-collar,married,basic.4y,no,yes,no,may,thu,3,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
2381,23,blue-collar,single,professional.course,no,yes,no,may,fri,3,0,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
2382,50,technician,married,professional.course,no,yes,no,may,fri,2,0,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
2383,29,admin.,married,university.degree,no,yes,no,may,mon,1,0,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
2384,31,admin.,single,university.degree,no,yes,yes,aug,thu,3,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
2385,48,housemaid,married,basic.4y,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2387,24,technician,divorced,professional.course,no,no,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
2388,35,technician,married,high.school,no,no,no,may,wed,3,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
2389,42,technician,married,university.degree,no,no,no,jun,tue,1,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2390,37,admin.,married,high.school,no,no,no,may,mon,3,0,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
2391,33,admin.,married,university.degree,no,yes,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2392,58,management,married,university.degree,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2393,54,retired,married,basic.9y,no,yes,no,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2394,54,technician,married,professional.course,no,yes,no,nov,tue,2,0,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
2395,39,technician,single,professional.course,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2396,48,admin.,married,basic.9y,no,no,no,may,thu,3,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
2397,34,blue-collar,divorced,basic.4y,no,no,no,apr,fri,5,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2398,28,blue-collar,single,basic.9y,no,no,no,may,wed,3,0,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
2399,30,admin.,single,high.school,no,no,no,aug,fri,1,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2400,59,retired,married,professional.course,no,yes,no,jun,tue,8,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2401,29,admin.,single,high.school,no,yes,no,jul,fri,2,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2402,25,admin.,married,high.school,no,no,no,may,fri,1,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
2403,47,admin.,divorced,high.school,no,yes,no,sep,tue,1,0,1,failure,-3.4,92.379,-29.8,0.755,5017.5,no
2404,32,admin.,married,university.degree,no,no,yes,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2405,30,blue-collar,married,basic.6y,no,no,no,jun,tue,1,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2406,24,technician,single,university.degree,no,no,no,oct,wed,1,0,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,no
2407,58,entrepreneur,married,high.school,no,no,no,sep,mon,1,0,2,failure,-1.1,94.199,-37.5,0.882,4963.6,no
2408,44,management,married,university.degree,no,no,no,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
2409,36,admin.,married,university.degree,no,yes,yes,sep,tue,2,0,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,no
2410,33,self-employed,divorced,basic.9y,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2411,31,blue-collar,single,high.school,no,no,no,jul,mon,6,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
2412,38,admin.,single,university.degree,no,yes,no,jun,tue,1,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
2413,35,management,married,university.degree,no,yes,no,aug,thu,4,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
2414,29,blue-collar,married,basic.9y,no,no,no,may,fri,2,0,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
2415,58,management,married,university.degree,no,yes,no,jul,mon,1,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
2416,43,blue-collar,married,basic.4y,no,yes,no,may,tue,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2418,53,management,married,university.degree,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2419,38,entrepreneur,married,basic.9y,no,yes,no,jul,fri,3,0,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
2420,36,technician,single,professional.course,no,no,no,jul,thu,4,0,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
2421,56,retired,married,professional.course,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2422,32,admin.,married,university.degree,no,no,no,may,thu,2,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
2423,48,blue-collar,married,basic.9y,no,yes,no,aug,fri,2,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2424,31,technician,married,university.degree,no,no,no,nov,mon,4,0,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
2425,50,self-employed,married,basic.4y,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
2426,38,services,married,high.school,no,yes,no,jun,mon,7,0,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2427,34,admin.,single,university.degree,no,no,no,jun,thu,16,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2428,41,blue-collar,married,basic.4y,no,yes,no,may,tue,1,0,2,failure,-1.8,92.893,-46.2,1.344,5099.1,no
2429,51,management,married,university.degree,no,yes,no,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2430,26,admin.,single,high.school,no,no,no,may,fri,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
2431,34,admin.,single,university.degree,no,no,no,sep,fri,3,3,2,success,-3.4,92.379,-29.8,0.773,5017.5,yes
2432,41,technician,married,university.degree,no,yes,yes,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
2434,26,blue-collar,married,basic.9y,no,yes,no,jun,wed,1,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2435,32,blue-collar,married,basic.6y,no,yes,no,may,wed,1,0,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
2436,49,blue-collar,married,basic.6y,no,no,yes,may,tue,1,0,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
2437,39,technician,married,high.school,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2439,52,retired,divorced,professional.course,no,no,no,jul,tue,2,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
2440,57,self-employed,married,university.degree,no,no,yes,jul,thu,2,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
2441,38,housemaid,married,university.degree,no,no,no,jun,mon,5,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2442,31,admin.,married,high.school,no,no,no,may,thu,2,0,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
2443,57,blue-collar,married,basic.4y,no,no,no,jul,fri,3,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2445,32,admin.,married,high.school,no,yes,no,jul,wed,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2446,31,blue-collar,married,basic.9y,no,yes,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2447,32,entrepreneur,married,high.school,no,yes,no,nov,thu,1,0,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
2448,40,management,married,N/A,no,yes,no,jun,fri,1,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
2449,58,blue-collar,married,basic.4y,no,yes,no,jun,fri,2,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
2450,44,admin.,married,university.degree,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
2451,46,entrepreneur,married,N/A,no,yes,no,jun,fri,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
2452,47,admin.,married,basic.6y,no,yes,no,apr,thu,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
2453,44,management,married,basic.6y,no,yes,yes,mar,thu,1,0,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1,no
2454,39,admin.,married,high.school,no,no,no,nov,wed,1,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
2455,38,technician,married,professional.course,no,yes,yes,mar,thu,2,0,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1,yes
2456,59,blue-collar,married,basic.4y,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2457,49,management,divorced,university.degree,no,yes,yes,aug,tue,1,0,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
2458,51,admin.,married,university.degree,no,no,no,jun,mon,3,0,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,no
2459,55,unemployed,married,university.degree,no,yes,no,nov,thu,2,0,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
2461,44,admin.,married,basic.4y,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
2462,29,blue-collar,single,high.school,no,yes,yes,may,wed,1,0,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
2463,49,blue-collar,married,N/A,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2464,49,technician,married,professional.course,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2465,45,admin.,divorced,basic.9y,no,no,no,may,thu,3,0,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
